kd_lpse,kd_agency,kd_lelang,nama_lpse,nama_agency,kd_paket,nama_paket,nama_panitia,hasil_lelang,nama_pemenang,npwp_pemenang,hps,tgl_pengumuman,nama_satker,nilai_kontrak,tanggal_kontrak,tanggal_akhir_lelang,sumber_dana,tahun_anggaran,kategori,kd_satker,pagu,kd_pemenang,kd_kabupaten,nama_kabupaten,nama_propinsi
43,3043,1963043,LPSE Kabupaten Berau,ULP Kab. Berau,1837043,Pengawasan Teknis Pembangunan Turap Sheet Pile Beton Sambaliung (MYC),Pokja. Pengawasan Teknis Pembangunan Turap Sheet Pile Beton Sambaliung (MYC),611160000,cv. bina cipta contultant,02.250.999.8-727.000,615318000,2013-12-11,Dinas Pekerjaan Umum Kab. Berau,"","",2014-02-20,APBD,2013,"Jasa Konsultansi",74043,615450000,918043,14897,Berau (Kab.),Kalimantan Timur
252,24999,2264252,LPSE Kementerian Hukum dan HAM RI,KANWIL JAWA BARAT,2110252,Pengadaan Bahan Makanan Narapidana/Tahanan Pada Lembaga Pemasyarakatan Klas III Warungkiara,Panitia Pengadaan BAMA Napi/Tahanan LP Warungkiara TA.2014,540299300,"","",551806150,2013-12-03,LAPAS KLAS III WARUNGKIARA,"","",2014-01-06,APBN,2014,Pengadaan Barang,658252,551807000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
10,2010,1978010,LPSE Kota Surabaya,LPSE Kota Surabaya,1524010,Pengadaan Container 14 m3,POKJA_II_BJ,1636800000,"","",1689077306,2013-12-24,Dinas Kebersihan dan Pertamanan,"","",2014-02-04,APBD,2014,Pengadaan Barang,36010,1740516703,"",14843,Bangkalan (Kab.),Jawa Timur
164,5164,327164,LPSE Kota Madiun,LPSE Kota Madiun,293164,Pengadaan Jasa Asuransi Kerugian Barang Milik Daerah Kota Madiun (Premi Asuransi),Pokja 5 Pengadaan Jasa Asuransi Kerugian Barang Milik Daerah (Premi Asuransi),732691600,"","",1000000000,2013-12-06,"Dinas Pendapatan, Pengelolaan Keuangan dan Aset Daerah","","",2013-12-27,APBD,2013,"Jasa Lainnya",39164,1000000000,"",14851,Madiun (Kota),Jawa Timur
252,40999,2547252,LPSE Kementerian Hukum dan HAM RI,KANWIL NUSA TENGGARA TIMUR,2378252,Pengadaan Bahan Makanan Narapidana/Tahanan Lembaga Pemasyarakatan Klas IIB Atambua,Panitia Pengadaan Barang/Jasa Tahun Anggaran 2014,855547889,CV. GAJAH,01.414.962.9-925.000,871175795,2013-12-11,LEMBAGA PEMASYARAKATAN KLAS IIB ATAMBUA,"","",2013-12-31,APBN,2014,Pengadaan Barang,704252,871255000,1125252,14752,Jakarta Selatan (Kota),DKI Jakarta
11,734011,11296011,LPSE Kementerian Keuangan,Otoritas Jasa Keuangan,9928011,Pengadaan Jasa Cleaning Service,Panitia Pengadaan Jasa Cleaning Service Otoritas Jasa Keuangan T.A. 2014,8029929047,PT. FAJAR MEKAR INDAH,01.106.840.0-062.000,8821860126,2013-12-16,Otoritas Jasa Keuangan,"","",2014-01-03,APBN,2013,Pengadaan Barang,1185011,9000000000,719011,14748,Jakarta Pusat (Kota),DKI Jakarta
615,2615,216615,LPSE Kabupaten Sijunjung,PDAM KABUPATEN SIJUNJUNG,176615,Pengadaan Water Meter DN ½”,Keg penyediaan SPAM bg masy berpenghasilan rendah (MBR) bantuan Aus-AID 2013,237600000,"","",242000000,2013-12-02,PDAM KAB. SIJUNJUNG,"","",2014-01-03,Pinjaman/Hibah Luar Negeri,2013,Pengadaan Barang,31615,242000000,"",14686,Sawahlunto/Sijunjung (Kab.),Sumatera Barat
252,25999,2529252,LPSE Kementerian Hukum dan HAM RI,KANWIL JAWA TENGAH,2115252,Pengadaan Bahan Makanan Napi/Tahanan Rutan Kebumen TA. 2014,Pengadaan Bahan Makanan Napi/Tahanan Rutan Kebumen TA. 2014,569446000,"","",578515207,2013-12-10,Rutan Kebumen,"","",2013-12-31,APBN,2014,Pengadaan Barang,417252,578525000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
25,2025,2846025,LPSE Kementerian Pendidikan dan Kebudayaan,Badan Tenaga Nuklir Nasional,2619025,Belanja Keperluan Perkantoran Berupa Pengawasan Perkantoran Kawasan Nuklir PPTN Pasar Jumat,Panitia Pengadaan Pengawasan Perkantoran Kawasan Nuklir PPTN Pasar Jumat,375696000,PT. CAKRA INDONESIA PERSADA,02.534.266.8-017.000,384000000,2013-12-16,Pusat Aplikasi Teknologi Isotop dan Radiasi (PATIR),"","",2014-01-06,APBN,2014,"Jasa Lainnya",54025,384000000,4195025,14748,Jakarta Pusat (Kota),DKI Jakarta
352,34352,3577352,LPSE Kabupaten Bekasi,Badan Penanaman Modal dan Pelayanan Perizinan Terpadu,3407352,Belanja Modal Pengadaan Alat GPS,Badan Penanaman Modal dan Pelayanan Perizinan Terpadu,297729600,"","",314479000,2013-12-03,Badan Penanaman Modal dan Pelayanan Perizinan Terpadu,"","",2013-12-23,APBD,2013,Pengadaan Barang,83352,400000000,"",14768,Bekasi (Kab.),Jawa Barat
524,1524,455524,"LPSE Badan Meteorologi, Klimatologi dan Geofisika",BMKG,281524,Pemeliharaan Seismik Borehole,Panitia Pokja D3,588940000,"","",594759000,2013-12-18,Deputi Bidang Geofisika,"","",2014-01-15,APBN,2014,"Jasa Lainnya",6524,600000000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
252,19999,2545252,LPSE Kementerian Hukum dan HAM RI,KANWIL LAMPUNG,2376252,Pengadaan Bahan Makanan Narapidana/Tahanan Rumah Tahanan Negara Klas IIB Sukadana TA. 2014,PENGADAAN BAHAN MAKANAN UNTUK NARAPIDANA RUTAN KLAS IIB SUKADANA,653837000,"","",655264000,2013-12-12,RUMAH TAHANAN NEGARA KLAS IIB SUKADANA,"","",2014-01-01,APBN,2014,Pengadaan Barang,760252,655265000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
131,450131,1216131,LPSE Provinsi Nusa Tenggara Timur,Panti Sosial Bina Remaja Naibonat,1160131,Pengadaan Bahan Makanan,PANITIA PENGADAAN BAHAN PERMAKANAN KELAYAN T.A 2014,727360000,"","",739124000,2013-12-13,Panti Sosial Bina Remaja Naibonat,"","",2014-01-01,APBN,2013,"Jasa Lainnya",881131,739125000,"",14989,Kupang (Kota),Nusa Tenggara Timur
87,1087,184087,LPSE Dewan Perwakilan Rakyat Republik Indonesia,LPSE SETJEN DPR RI,188087,Pekerjaan Pemeliharaan Halaman Gedung Kantor Zona A DPR RI,Pekerjaan Pemeliharaan Halaman Gedung Kantor Zona A DPR RI,3573962000,"","",3583911000,2013-12-06,Setjen DPR RI,"","",2014-01-02,APBN,2014,"Jasa Lainnya",1087,3607913000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
308,1308,1053308,LPSE Kota Medan,PEMKO MEDAN,952308,"PENGADAAN PENYEDIA JASA KEBERSIHAN GEDUNG KANTOR DPRD KOTA MEDAN TA 2014 (Belanja Jasa Kebersihan/Cleaning Service dalam Gedung Kegiatan Penyediaan Jasa Kebersihan Kantor)",POKJA PENGADAAN PENYEDIA JASA KEBERSIHAN GEDUNG KANTOR DPED MEDAN 059,943658000,"","",976065300,2013-12-13,SEKRETARIAT DPRD KOTA MEDAN,"","",2014-01-02,APBD,2013,"Jasa Lainnya",58308,1380000000,"",14666,Medan (Kota),Sumatera Utara
252,39999,2535252,LPSE Kementerian Hukum dan HAM RI,KANWIL NUSA TENGGARA BARAT,2368252,PENGADAAN BAHAN MAKANAN NARAPIDANA/TAHANAN PADA RUMAH TAHANAN NEGARA KLAS IIB PRAYA,PENGADAAN BAHAN MAKANAN NARAPIDANA/TAHANAN RUTAN PRAYA TAHUN 2014,441000000,"","",442889100,2013-12-10,Rumah Tahanan Negara Praya,"","",2013-12-31,APBN,2014,Pengadaan Barang,614252,446760000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
168,4168,2184168,LPSE Kabupaten Musi Banyuasin,AGENCY LPSE,2106168,PENGADAAN BAHAN KIMIA UNTUK UNIT PENGOLAHAN INSTALASI PDAM SRIDAMAI -TENGGARO,Panitia Pengadaan Barang/jasa Kegiatan APBD-P,326160000,CV. TIGA PUTRA,01.547.644.3-314.000,333980000,2013-12-11,Perusahaan Daerah Air Minum TIRTA RANDIK Kabupaten Musi Banyuasin,"","",2013-12-24,APBD,2013,Pengadaan Barang,11168,350000000,151168,14721,Musi Banyu Asin (Kab.),Sumatera Selatan
114,3999,8532114,LPSE Kementerian Perhubungan,Ditjen Phb Laut,7476114,"PEKERJAAN PELAYANAN PENGOPERASIAN ANGKUTAN DI PERAIRAN UNTUK DAERAH MASIH TERTINGGAL DAN/ATAU WILAYAH TERPENCIL TRAYEK R-43 PANGKALAN AMBON TA. 2014 (PELELANGAN TIDAK MENGIKAT)","PANITIA PEKJ.JASA ANGKUTAN LAUT PERINTIS PANGKALAN AMBON TRAYEK R38,R41,R42,R43",5035051621,PT. Herlin Samudra Line,02.375.060.7-722.000,5351165105,2013-12-15,KANTOR KESYAHBANDARAN DAN OTORITAS PELABUHAN KELAS I AMBON,"","",2014-01-06,APBN,0,"Jasa Lainnya",155114,5351652297,1518114,14748,Jakarta Pusat (Kota),DKI Jakarta
34,1034,2396034,LPSE Kota Depok,Kota Depok,2075034,Pembangunan Gedung PMI (Lanjutan),Panitia Pengadaan Bidang Permukiman dan Tata Bangunan,3169090000,"","",3381410000,2013-12-23,Dinas Tata Ruang dan Permukiman,"","",2014-02-19,APBD,2014,"Pekerjaan Konstruksi",8034,3383360000,"",14776,Depok (Kota),Jawa Barat
25,1001,2828025,LPSE Kementerian Pendidikan dan Kebudayaan,Kementerian Pendidikan dan Kebudayaan,2618025,PERAWATAN JASA KEBERSIHAN/CLEANING SERVICE GEDUNG A SEKRETARIAT JENDERAL KEMDIKBUD,Panitia Pengadaan Jasa Perawatan Gedung/Kantor Setjen 2013,704808400,PT. ELIYANA SEJAHTERA,01.348.479.5-015.000,802198450,2013-12-03,Sekretariat Jenderal,"","",2014-01-02,APBN,2014,"Jasa Lainnya",5001,802198450,1080025,14748,Jakarta Pusat (Kota),DKI Jakarta
252,19999,2499252,LPSE Kementerian Hukum dan HAM RI,KANWIL LAMPUNG,2340252,Pengadaan Bahan Makanan Narapidana/Tahanan Lembaga Pemasyarakatan Anak Klas IIA Kotabumi TA. 2014,PENGADAAN BAHAN MAKANAN UNTUK NARAPIDANA LAPAS ANAK KELAS IIA KOTABUMI,328500000,"","",330432000,2013-12-12,LAPAS ANAK KLAS IIA KOTABUMI,"","",2014-01-01,APBN,2014,Pengadaan Barang,241252,330433000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
113,1113,1893113,LPSE Kabupaten Badung,LPSE Badung,1331113,Belanja Jasa Keamanan Terminal Kegiatan Operasional dan Pemeliharaan Terminal Penumpang Tipe A Mengwi Kabupaten Badung Tahun Anggaran 2014,Pokja Pengadaan Jasa Lainnya,720231600,PT. Kuningan Mas Jakarta 777,02.602.382.0-908.000,724099000,2013-12-18,"Dinas Perhubungan, Komunikasi dan Informatika","","",2014-01-27,APBD,2014,"Jasa Lainnya",16113,724099000,703113,14974,Badung (Kab.),Bali
463,1463,166463,LPSE Kabupaten Boalemo,Kabupaten Boalemo,150463,"LANJUTAN PEMBANGUNAN JEMBATAN ""BOALEMO IDAMAN""","POKJA KONSULTANSI, KONSTRUKSI JALAN JEMBATAN DAN SUMBER DAYA AIR PU",738005000,"","",784764000,2013-12-28,DINAS PEKERJAAN UMUM KAB. BOALEMO,"","",2014-02-03,APBD,2014,"Pekerjaan Konstruksi",21463,800000000,"",15054,Boalemo (Kab.),Gorontalo
110,6110,606110,LPSE Kabupaten Ketapang,Pemerintah Kabupaten Ketapang,648110,PENGADAAN PENYEDIAAN MAKANAN DAN MINUMAN HARIAN KELAYAN,panitia barang/jasa nakertran 2013,817000000,CV. Batu Ampar,01.549.584.9-703.000,820973000,2013-12-13,Dinas Sosial Tenaga Kerja dan Transmigrasi,"","",2014-01-07,APBD,2014,Pengadaan Barang,5110,821250000,63110,14866,Ketapang (Kab.),Kalimantan Barat
323,2323,284323,LPSE Kementerian Sosial,LPSE Pusat Kementerian Sosial,308323,"Pengadaan Bahan Makanan Klien PSBRW ""Melati"" Tahun Anggaran 2014",Panti Sosial Bina Rungu Wicara Melati Bambu Apus,983788000,PT. DIAN PRIMA MANDIRI,01.933.415.0-005.000,1003360000,2013-12-09,"Panti Sosial Bina Rungu Wicara ""MELATI""","","",2013-12-31,APBN,2014,Pengadaan Barang,46323,1003750000,139323,14748,Jakarta Pusat (Kota),DKI Jakarta
252,17999,2366252,LPSE Kementerian Hukum dan HAM RI,KANWIL SUMATERA SELATAN,2217252,Pengadaan Bahan Makanan Narapidana/Tahanan Lapas Wanita Klas IIA Palembang Tahun Anggaran 2014,Pengadaan Bahan Makanan Narapidana/Tahanan Lapas Wanita Klas IIA Palembang,653628925,"","",658006000,2013-12-05,Lapas Wanita Kelas IIA Palembang,"","",2013-12-31,APBN,2014,Pengadaan Barang,530252,658006000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
252,11999,2349252,LPSE Kementerian Hukum dan HAM RI,BADAN PENGEMBANGAN SUMBER DAYA MANUSIA HUKUM DAN HAM,2198252,PENGADAAN KONSUMSI TARUNA AKADEMI IMIGRASI ANGKATAN XVI TK.II TAHUN 2014,PENGADAAN KONSUMSI TARUNA AKADEMI IMIGRASI ANGKATAN XVI TK.II TAHUN 2014,636480000,"","",707200000,2013-12-04,AKADEMI IMIGRASI BPSDM HUKUM DAN HAM,"","",2013-12-27,APBN,2014,Pengadaan Barang,548252,707200000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
323,2323,293323,LPSE Kementerian Sosial,LPSE Pusat Kementerian Sosial,321323,"Pengadaan Bahan Permakanan Penerima Manfaat PSMP Handayani Tahun Anggaran 2014",Panti Sosial Marsudi Putra Handayani,784265815,"","",802878000,2013-12-11,PSMP HANDAYANI,"","",2013-12-31,APBN,2014,Pengadaan Barang,34323,803000000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
10,2010,2032010,LPSE Kota Surabaya,LPSE Kota Surabaya,1480010,Pembangunan Gedung Type B (Gedung Pemerintah A),POKJA_VIII_KKJ,636785000,CV. AHIM PERKASA,02.969.274.6-609.000,698693000,2013-12-24,Dinas Cipta Karya dan Tata Ruang,"","",2014-02-03,APBD,2014,"Pekerjaan Konstruksi",29010,750000000,1970010,14843,Bangkalan (Kab.),Jawa Timur
109,23109,2739109,LPSE Kementerian Energi dan Sumber Daya Mineral,Pusat Sumber Daya Geologi,2180109,"Pengadaan Pluida/Lumpur, Selubung, Mata Bor dan Kelengkapannya Untuk Kegiatan Pemboran Potensi Landaian Suhu Panas Bumi Daerah Sumani, Kab. Solok, Sumatera Barat",Kelompok Kerja Pengadaan Barang/Jasa,3942596000,"","",3866790000,2013-12-24,Pusat Sumber Daya Geologi,"","",2014-02-06,APBN,2014,Pengadaan Barang,28109,4289150000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
114,9999,8543114,LPSE Kementerian Perhubungan,Badan Peng. SDM Perhubungan,7548114,Pengadaan Lemari Pakaian Taruna pada Sekolah Tinggi Ilmu Pelayaran Tahun Anggaran 2014 (Lelang Tidak Mengikat),PANITIA PENGADAAN BARANG/JASA BELANJA BARANG DAN MODAL RUPIAH MURNI TA.2014,1430000000,"","",1450000000,2013-12-16,Sekolah Tinggi Ilmu Pelayaran,"","",2014-01-10,APBN,2014,Pengadaan Barang,71114,1450000000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
114,9999,8568114,LPSE Kementerian Perhubungan,Badan Peng. SDM Perhubungan,7568114,Pemeliharaan Gedung Bertingkat Sekolah Tinggi Transportasi Darat (STTD) Tahun 2014 (Lelang Tidak Mengikat),POKJA ULP BPSDM UTK PAKET PENGADAAN DARI STTD TAHAP IV (NO.1),2097342720,"","",2610863228,2013-12-18,SEKOLAH TINGGI TRANSPORTASI DARAT,"","",2013-12-31,APBN,2013,"Jasa Lainnya",84114,2995437000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
22,40022,4239022,LPSE Provinsi Kepulauan Riau,Pemerintah Provinsi Kepulauan Riau,3711022,Pengawasan Teknis Pembangunan Astaka MTQ Tahap II di Batam,POKJA 2,143360000,CV. KENEN KONSULTAN,02.157.637.6-214.000,150000000,2013-12-24,Dinas Pekerjaan Umum Provinsi Kepri,"","",2014-01-21,APBD,2014,"Jasa Konsultansi",197022,150000000,2000022,15065,Tanjung Pinang (Kota),Kepulauan Riau
109,23109,2736109,LPSE Kementerian Energi dan Sumber Daya Mineral,Pusat Sumber Daya Geologi,2177109,"Pengadaan Pluida/Lumpur, Mata Bor dan Kelengkapannya Untuk Kegiatan Pemboran Potensi CBM, Kab. Musi Rawas, Sumatera Selatan",Kelompok Kerja Pengadaan Barang/Jasa,1355504000,"","",1310550000,2013-12-24,Pusat Sumber Daya Geologi,"","",2014-02-06,APBN,2014,Pengadaan Barang,28109,1430345000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
252,27999,2206252,LPSE Kementerian Hukum dan HAM RI,KANWIL JAWA TIMUR,2049252,Pengadaan Bahan Makanan untuk Narapidana dan Tahanan pada RUMAH TAHANAN NEGARA KLAS II B PONOROGO Tahun Anggaran 2014,Pengadaan Bahan Makanan Narapidana/Tahanan Tahun 2014 Rutan Ponorogo,994042000,"","",1007360800,2013-12-02,Rumah Tahanan Negara Klas IIB Ponorogo,"","",2013-12-31,APBN,2014,Pengadaan Barang,204252,1007400000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
47,5047,6623047,LPSE Kementerian Kesehatan,DIREKTORAT JENDERAL BINA UPAYA KESEHATAN,5693047,Pemeliharaan Halaman dan Tanaman,POKJA PENGADAAN JASA KONSULTASI DAN JASA LAINNYA,341109000,"","",380770000,2013-12-03,RS Paru Dr.M.Goenawan P Cisarua,"","",2013-12-24,APBN,2014,"Jasa Lainnya",101047,381167000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
329,1329,326329,LPSE Kota Bitung,LPSE Kota Bitung,301329,Rehabilitasi/Pemeliharaan Sabodam Kecamatan Madidir,Dinas Pekerjaan Umum Kota Bitung TA.2014 (Bid.SDA),591100000,CV.YAKHIN,02.284.295.9-823.000,598300000,2013-12-18,Dinas Pekerjaan Umum Kota Bitung,"","",2014-01-17,APBD,2014,"Pekerjaan Konstruksi",7329,600000000,131329,14913,Bitung (Kota),Sulawesi Utara
194,1194,1077194,LPSE Kementerian Tenaga Kerja dan Transmigrasi,Badan Penelitian Pengembangan dan Informasi,1197194,Pekerjaan Langganan Jaringan Komunikasi Data,Panitia Pengadaan Barang dan Jasa Sekretariat Balitfo,2590845180,"","",2630000000,2013-12-10,Sekretariat Balitfo,"","",2014-01-03,APBN,2014,"Jasa Lainnya",1194,2633900000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
252,18999,2363252,LPSE Kementerian Hukum dan HAM RI,KANWIL JAMBI,2210252,"Pengadaan Bahan Makanan Narapidana/Tahanan Lembaga Pemasyarakatan Klas IIB KUALA TUNGKAL Tahun anggaran 2014",POKJA PBJ Bahan Makanan Napi/Tahanan LP Klas IIB Kuala Tungkal,728096700,"","",772131000,2013-12-04,LAPAS Klas IIB Kuala Tungkal,"","",2013-12-30,APBN,2014,Pengadaan Barang,367252,772328000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
252,13999,2330252,LPSE Kementerian Hukum dan HAM RI,KANWIL SUMATERA UTARA,2177252,PENGADAAN BAHAN MAKANAN NAPI DAN TAHANAN RUTAN KLAS I MEDAN,PENGADAAN BAHAN MAKANAN NAPI & TAHANAN,8348375000,PT. EMPAT SAUDARA MANDIRI,01.457.409.9-124.000,9176488200,2013-12-03,RUMAH TAHANAN NEGARA KLAS I MEDAN,"","",2013-12-31,APBN,2014,Pengadaan Barang,691252,9178728000,1163252,14752,Jakarta Selatan (Kota),DKI Jakarta
10,2010,1921010,LPSE Kota Surabaya,LPSE Kota Surabaya,1473010,PEMELIHARAAN TAMAN Taman Kawasan Jl. Diponegoro,POKJA_V_KKJ,596096938,CV. TIARA ASRI,02.354.874.6-619.000,669832000,2013-12-09,Dinas Kebersihan dan Pertamanan,"","",2014-01-20,APBD,0,"Pekerjaan Konstruksi",36010,670745170,2992010,14843,Bangkalan (Kab.),Jawa Timur
11,517011,11156011,LPSE Kementerian Keuangan,Komisi Pemberantasan Korupsi,9805011,Pekerjaan Pengadaan Sewa Mesin Fotocopy Digital dan Operator Tahun 2014,POKJA II ULP KPK 2014,536638608,PT. DELTA SINKRON LESTARI,01.368.268.7-036.000,599998608,2013-12-04,Komisi Pemberantasan Korupsi,"","",2014-01-02,APBN,2014,"Jasa Lainnya",37011,599998608,2153011,14748,Jakarta Pusat (Kota),DKI Jakarta
10,2010,1939010,LPSE Kota Surabaya,LPSE Kota Surabaya,1494010,Pembangunan Gedung Type B (SDN AIRLANGGA I No.198),POKJA_V_KKJ,2078700000,"","",2499258000,2013-12-09,Dinas Cipta Karya dan Tata Ruang,"","",2014-01-28,APBD,2014,"Pekerjaan Konstruksi",29010,2500000000,"",14843,Bangkalan (Kab.),Jawa Timur
11,549011,11271011,LPSE Kementerian Keuangan,LPSE Kementerian Keuangan Kalimantan Timur,9906011,JASA KONSULTANSI PERENCANA RENOVASI GKN BALIKPAPAN,Pengadaan Jasa Konsultasi Perencana Renovasi GKN Balikpapan,123365000,"","",137995000,2013-12-13,Gedung Keuangan Negara Balikpapan,"","",2014-01-13,APBN,2013,"Jasa Konsultansi",267011,138461000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
168,4168,2185168,LPSE Kabupaten Musi Banyuasin,AGENCY LPSE,2107168,PENGADAAN BAHAN KIMIA UNTUK UNIT PENGOLAHAN INSTALASI PDAM AIR PUTIH ILIR,Panitia Pengadaan Barang/jasa Kegiatan APBD-P,276480000,CV. CIPTA USAHA SENTOSA,01.516.010.4-314.000,284200000,2013-12-11,Perusahaan Daerah Air Minum TIRTA RANDIK Kabupaten Musi Banyuasin,"","",2013-12-24,APBD,2013,Pengadaan Barang,11168,300000000,106168,14721,Musi Banyu Asin (Kab.),Sumatera Selatan
276,1275,411276,LPSE Kementerian Perdagangan RI,Kementerian Perdagangan,333276,Langganan Internet,Pokja VI - 2013,1471994040,"","",1500000000,2013-12-06,Badan Pengkajian dan Pengembangan Kebijakan Perdagangan,"","",2014-01-02,APBN,2014,"Jasa Lainnya",1275,1500000000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
114,7999,8444114,LPSE Kementerian Perhubungan,Ditjen Phb Udara,7399114,"Pengadaan Alat Penunjang Ramp Check, 1 Paket",PANITIA PENGADAAN BARANG/JASA KANTOR OTORITAS WILAYAH VIII TA.2013,557352400,"","",600000000,2013-12-08,BANDAR UDARA WILAYAH VIII,"","",2013-12-20,APBN,2013,Pengadaan Barang,427114,600000000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
252,26999,2644252,LPSE Kementerian Hukum dan HAM RI,KANWIL D.I. YOGYAKARTA,2099252,Pengadaan Bahan Makanan Tahanan/Narapidana pada RUTAN Kelas II B Bantul,Panitia Pengadaan Bahan Makanan Tahanan/Narapidana Tahun Anggaran 2014,480156000,"","",570147664,2013-12-18,RUTAN KELAS IIB BANTUL,"","",2013-12-31,APBN,2014,Pengadaan Barang,103252,574875000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
620,3620,150620,LPSE Kabupaten Kolaka Utara,Kabupaten Kolaka Utara,122620,Penanggulangan Bencana Alam Kantor Bupati Kolaka Utara (Multi Year),Panitia Pengadaan Barang dan Jasa Lingkup Pemerintah Kabupaten Kolaka Utara,7018460000,"","",7092000000,2013-12-05,Dinas Pekerjaan Umum,"","",2013-12-24,APBD,2013,"Pekerjaan Konstruksi",1620,7092000000,"",14958,Kolaka Utara (Kab.),Sulawesi Tenggara
252,33999,2613252,LPSE Kementerian Hukum dan HAM RI,KANWIL SULAWESI TENGAH,2427252,Pengadaan Bahan Makanan Napi/Tahanan 1 (satu) Paket pada Lembaga Pemasyarakatan Klas IIB Ampana,PENGADAAN BAMA NAPI/TAHANAN PADA LP AMPANA TA.2014,375071000,"","",376737000,2013-12-16,Lembaga Pemasyarakatan Klas IIB Ampana,"","",2013-12-31,APBN,2014,Pengadaan Barang,503252,377775000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
114,9999,8616114,LPSE Kementerian Perhubungan,Badan Peng. SDM Perhubungan,7606114,Pengadaan Jemuran Handuk Pada Sekolah Tinggi Ilmu Pelayaran Tahun Anggaran 2014,PANITIA PENGADAAN BARANG/JASA BELANJA BARANG DAN MODAL RUPIAH MURNI TA.2014,268268000,"","",467775000,2013-12-23,Sekolah Tinggi Ilmu Pelayaran,"","",2014-01-20,APBN,2014,Pengadaan Barang,71114,500000000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
34,1034,2385034,LPSE Kota Depok,Kota Depok,2062034,Pengadaan Barang Non Asset Bidang Usaha Percetakan (Pemberdayaan Ekonomi Pemuda),Panitia Pengadaan Barang/Jasa Kegiatan Penumbuhkembangan Wirausaha Muda,447920000,cv. Ali jaya,02.556.324.8-412.000,457347500,2013-12-02,"Dinas Pasar, Koperasi dan UKM Kota Depok","","",2013-12-19,APBD,2013,Pengadaan Barang,20034,534000000,1286034,14776,Depok (Kota),Jawa Barat
252,34999,2609252,LPSE Kementerian Hukum dan HAM RI,KANWIL SULAWESI SELATAN,2270252,"Pengadaan Bahan Makanan Narapidana/Tahanan pada Rumah Tahanan Negara Kelas I Makassar Tahun Anggaran 2014",Panitia Pengadaan BAMA Napi/Tahanan Rutan Kelas I Makassar,3100409000,cv.arus jaya,01.204.283.4-804.000,3102056250,2013-12-14,RUTAN KELAS I MAKASSAR,"","",2014-01-01,APBN,2014,Pengadaan Barang,477252,3102500000,162252,14752,Jakarta Selatan (Kota),DKI Jakarta
114,6999,8695114,LPSE Kementerian Perhubungan,Ditjen Phb Darat,7497114,Pengadaan dan Pemasangan Perlengkapan Jalan K (Lelang Tidak Mengikat),PANITIA PENGADAAN BARJAS SATKER PLLAJ SULBAR TA 2014,2935980500,"","",2950377000,2013-12-29,PENGEMBANGAN LLAJ SULAWESI BARAT,"","",2014-01-31,APBN,2014,Pengadaan Barang,297114,2950377000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
114,3999,8595114,LPSE Kementerian Perhubungan,Ditjen Phb Laut,7416114,PEKERJAAN SUBSIDI PENGOPERASIAN ANGKUTAN LAUT PERINTIS PANGKALAN SORONG TAHUN ANGGARAN 2014 KODE TRAYEK R - 81 (PELELANGAN UMUM TIDAK MENGIKAT),PANITIA PEKJ.SUBSIDI PENGOPERASIAN ANGKUTAN LAUT PERINTIS PANGKALAN SORONG,4489524075,"","",4522686368,2013-12-20,KANTOR KESYAHBANDARAN DAN OTORITAS PELABUHAN KELAS I SORONG,"","",2014-01-13,APBN,2014,"Jasa Lainnya",496114,4522686368,"",14748,Jakarta Pusat (Kota),DKI Jakarta
10,2010,1942010,LPSE Kota Surabaya,LPSE Kota Surabaya,1481010,Pembangunan Gedung Type B (Gedung Pemerintahan di kawasan Rusun Grudo),POKJA_III_KKJ,1863629290,"","",1999357000,2013-12-09,Dinas Cipta Karya dan Tata Ruang,"","",2014-01-22,APBD,2014,"Pekerjaan Konstruksi",29010,2000000000,"",14843,Bangkalan (Kab.),Jawa Timur
